record,workout,date,started_utc,routine,kind,timing,minutes,effort_1_5,finger_strain_1_5,daily_target,completed,planned,set,pull,edge_mm,fingers,position,hand,planned_s,held_s,peak_kg,avg_kg,target_low_kg,target_high_kg,max_at_start_kg,outcome,source,notes,ended_utc,time_source,max_reference,started_elapsed_s,ended_elapsed_s,gap_before_s,planned_rest_s,planned_lead_in_s,recorded
workout,00000000-0000-0000-0000-000000000139,2026-07-31,2026-07-31T09:00:00Z,Daily no-hangs,hang,gauge,20,4,1,,4,6,,,,,,,,18.0,21.7,19.5,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000139,2026-07-31,,Daily no-hangs,,gauge,,,,,2,,1,,20,IMRL,halfCrimp,left,20,5.3,21.7,16.6,9.5,13.0,20.0,completed:2,,,,not_recorded,hand_specific,,,,,,2
set,00000000-0000-0000-0000-000000000139,2026-07-31,,Daily no-hangs,,gauge,,,,,1,,1,,20,IMRL,halfCrimp,right,30,6.3,20.6,17.5,9.5,13.0,19.4,aborted:1|completed:1|skipped:1,,,,not_recorded,hand_specific,,,,,,3
set,00000000-0000-0000-0000-000000000139,2026-07-31,,Daily no-hangs,,gauge,,,,,1,,1,,20,IMRL,halfCrimp,left,10,6.4,11.1,10.0,,,20.0,completed:1,,,,not_recorded,hand_specific,,,,,,1
workout,00000000-0000-0000-0000-000000000137,2026-07-30,2026-07-30T09:00:00Z,Daily no-hangs,hang,gauge,19,5,,,4,5,,,,,,,,21.2,20.1,18.1,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000137,2026-07-30,,Daily no-hangs,,gauge,,,,,1,,1,,20,IMR,halfCrimp,left,20,7.9,12.9,11.1,,,24.0,aborted:1|completed:1,,,,not_recorded,hand_specific,,,,,,2
set,00000000-0000-0000-0000-000000000137,2026-07-30,,Daily no-hangs,,gauge,,,,,2,,1,,20,IMR,halfCrimp,right,20,6.9,20.1,13.7,,,23.4,completed:2,,,,not_recorded,hand_specific,,,,,,2
set,00000000-0000-0000-0000-000000000137,2026-07-30,,Daily no-hangs,,gauge,,,,,1,,1,,20,IMR,halfCrimp,left,10,6.4,16.5,14.8,9.5,13.0,24.0,completed:1,,,,not_recorded,hand_specific,,,,,,1
workout,00000000-0000-0000-0000-000000000138,2026-07-30,2026-07-30T09:00:00Z,Daily no-hangs,hang,gauge,17,,,,4,5,,,,,,,,21.2,20.1,18.1,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000138,2026-07-30,,Daily no-hangs,,gauge,,,,,1,,1,,20,IMR,halfCrimp,left,20,7.9,12.9,11.1,,,24.0,aborted:1|completed:1,,,,not_recorded,hand_specific,,,,,,2
set,00000000-0000-0000-0000-000000000138,2026-07-30,,Daily no-hangs,,gauge,,,,,2,,1,,20,IMR,halfCrimp,right,20,6.9,20.1,13.7,,,23.4,completed:2,,,,not_recorded,hand_specific,,,,,,2
set,00000000-0000-0000-0000-000000000138,2026-07-30,,Daily no-hangs,,gauge,,,,,1,,1,,20,IMR,halfCrimp,left,10,6.4,16.5,14.8,9.5,13.0,24.0,completed:1,,,,not_recorded,hand_specific,,,,,,1
workout,00000000-0000-0000-0000-000000000136,2026-07-29,2026-07-29T09:00:00Z,Gym,climbLimit,logged,106,4,1,,0,0,,,,,,,,,,,,,,,,,,manual,,,,,,,
workout,00000000-0000-0000-0000-000000000135,2026-07-28,2026-07-28T09:00:00Z,Daily no-hangs,hang,gauge,22,1,1,,5,6,,,,,,,,13.1,21.1,19.0,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000135,2026-07-28,,Daily no-hangs,,gauge,,,,,2,,1,,20,IMRL,halfCrimp,left,30,6.1,21.1,10.1,,,20.0,completed:2|skipped:1,,,,not_recorded,hand_specific,,,,,,3
set,00000000-0000-0000-0000-000000000135,2026-07-28,,Daily no-hangs,,gauge,,,,,1,,1,,20,IMRL,halfCrimp,right,10,0.8,10.0,9.0,9.5,13.0,19.4,completed:1,,,,not_recorded,hand_specific,,,,,,1
set,00000000-0000-0000-0000-000000000135,2026-07-28,,Daily no-hangs,,gauge,,,,,2,,1,,20,IMRL,halfCrimp,right,20,6.2,13.7,11.2,,,19.4,completed:2,,,,not_recorded,hand_specific,,,,,,2
workout,00000000-0000-0000-0000-000000000133,2026-07-27,2026-07-27T09:00:00Z,Daily no-hangs,hang,gauge,23,2,3,,4,5,,,,,,,,16.3,21.6,19.4,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000133,2026-07-27,,Daily no-hangs,,gauge,,,,,3,,1,,20,IMR,halfCrimp,left,30,12.2,21.6,14.8,,,24.0,completed:3,,,,not_recorded,hand_specific,,,,,,3
set,00000000-0000-0000-0000-000000000133,2026-07-27,,Daily no-hangs,,gauge,,,,,1,,1,,20,IMR,halfCrimp,right,20,4.1,10.1,9.1,,,23.4,completed:1|skipped:1,,,,not_recorded,hand_specific,,,,,,2
workout,00000000-0000-0000-0000-000000000134,2026-07-27,2026-07-27T09:00:00Z,Daily no-hangs,hang,gauge,17,,,,4,5,,,,,,,,16.3,21.6,19.4,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000134,2026-07-27,,Daily no-hangs,,gauge,,,,,3,,1,,20,IMR,halfCrimp,left,30,12.2,21.6,14.8,,,24.0,completed:3,,,,not_recorded,hand_specific,,,,,,3
set,00000000-0000-0000-0000-000000000134,2026-07-27,,Daily no-hangs,,gauge,,,,,1,,1,,20,IMR,halfCrimp,right,20,4.1,10.1,9.1,,,23.4,completed:1|skipped:1,,,,not_recorded,hand_specific,,,,,,2
workout,00000000-0000-0000-0000-000000000132,2026-07-26,2026-07-26T09:00:00Z,Daily no-hangs,hang,gauge,18,4,3,,4,4,,,,,,,,17.6,19.2,17.3,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000132,2026-07-26,,Daily no-hangs,,gauge,,,,,2,,1,,35,IMT,pinch,left,20,12.8,19.2,15.1,9.5,13.0,32.0,completed:2,,,,not_recorded,hand_specific,,,,,,2
set,00000000-0000-0000-0000-000000000132,2026-07-26,,Daily no-hangs,,gauge,,,,,1,,1,,35,IMT,pinch,right,10,0.8,13.1,11.8,,,31.4,completed:1,,,,not_recorded,hand_specific,,,,,,1
set,00000000-0000-0000-0000-000000000132,2026-07-26,,Daily no-hangs,,gauge,,,,,1,,1,,35,IMT,pinch,right,10,4.0,13.0,11.7,9.5,13.0,31.4,completed:1,,,,not_recorded,hand_specific,,,,,,1
workout,00000000-0000-0000-0000-000000000130,2026-07-25,2026-07-25T09:00:00Z,Daily no-hangs,hang,gauge,24,4,,,3,4,,,,,,,,13.0,16.8,15.1,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000130,2026-07-25,,Daily no-hangs,,gauge,,,,,1,,1,,20,IM,openHand,left,20,9.2,16.5,12.2,,,28.0,aborted:1|completed:1,,,,not_recorded,hand_specific,,,,,,2
set,00000000-0000-0000-0000-000000000130,2026-07-25,,Daily no-hangs,,gauge,,,,,2,,1,,20,IM,openHand,right,20,3.8,16.8,14.8,,,27.4,completed:2,,,,not_recorded,hand_specific,,,,,,2
workout,00000000-0000-0000-0000-000000000131,2026-07-25,2026-07-25T09:00:00Z,Daily no-hangs,hang,gauge,17,,,,3,4,,,,,,,,13.0,16.8,15.1,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000131,2026-07-25,,Daily no-hangs,,gauge,,,,,1,,1,,20,IM,openHand,left,20,9.2,16.5,12.2,,,28.0,aborted:1|completed:1,,,,not_recorded,hand_specific,,,,,,2
set,00000000-0000-0000-0000-000000000131,2026-07-25,,Daily no-hangs,,gauge,,,,,2,,1,,20,IM,openHand,right,20,3.8,16.8,14.8,,,27.4,completed:2,,,,not_recorded,hand_specific,,,,,,2
workout,00000000-0000-0000-0000-000000000129,2026-07-24,2026-07-24T09:00:00Z,Daily no-hangs,hang,gauge,24,,1,,5,5,,,,,,,,14.4,19.7,17.7,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000129,2026-07-24,,Daily no-hangs,,gauge,,,,,2,,1,,20,IMRL,halfCrimp,left,20,3.6,19.1,15.5,,,20.0,completed:2,,,,not_recorded,hand_specific,,,,,,2
set,00000000-0000-0000-0000-000000000129,2026-07-24,,Daily no-hangs,,gauge,,,,,2,,1,,20,IMRL,halfCrimp,right,20,8.8,19.7,17.7,9.5,13.0,19.4,completed:2,,,,not_recorded,hand_specific,,,,,,2
set,00000000-0000-0000-0000-000000000129,2026-07-24,,Daily no-hangs,,gauge,,,,,1,,1,,20,IMRL,halfCrimp,left,10,2.0,9.6,8.6,9.5,13.0,20.0,completed:1,,,,not_recorded,hand_specific,,,,,,1
workout,00000000-0000-0000-0000-000000000128,2026-07-23,2026-07-23T09:00:00Z,Daily no-hangs,hang,gauge,26,1,3,,5,7,,,,,,,,19.9,18.9,17.0,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000128,2026-07-23,,Daily no-hangs,,gauge,,,,,3,,1,,20,IMR,halfCrimp,left,40,8.2,13.1,10.7,,,24.0,completed:3|earlyRelease:1,,,,not_recorded,hand_specific,,,,,,4
set,00000000-0000-0000-0000-000000000128,2026-07-23,,Daily no-hangs,,gauge,,,,,1,,1,,20,IMR,halfCrimp,right,20,7.0,18.9,14.1,,,23.4,completed:1|earlyRelease:1,,,,not_recorded,hand_specific,,,,,,2
set,00000000-0000-0000-0000-000000000128,2026-07-23,,Daily no-hangs,,gauge,,,,,1,,1,,20,IMR,halfCrimp,right,10,4.7,16.3,14.7,9.5,13.0,23.4,completed:1,,,,not_recorded,hand_specific,,,,,,1
workout,00000000-0000-0000-0000-000000000127,2026-07-22,2026-07-22T09:00:00Z,Daily no-hangs,hang,gauge,20,,4,,6,6,,,,,,,,14.8,19.1,17.2,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000127,2026-07-22,,Daily no-hangs,,gauge,,,,,1,,1,,45,IMRL,sloper,left,10,3.4,16.0,14.4,9.5,13.0,36.0,completed:1,,,,not_recorded,hand_specific,,,,,,1
set,00000000-0000-0000-0000-000000000127,2026-07-22,,Daily no-hangs,,gauge,,,,,2,,1,,45,IMRL,sloper,right,20,2.0,19.1,15.7,9.5,13.0,35.4,completed:2,,,,not_recorded,hand_specific,,,,,,2
set,00000000-0000-0000-0000-000000000127,2026-07-22,,Daily no-hangs,,gauge,,,,,2,,1,,45,IMRL,sloper,left,20,7.6,13.2,10.6,,,36.0,completed:2,,,,not_recorded,hand_specific,,,,,,2
set,00000000-0000-0000-0000-000000000127,2026-07-22,,Daily no-hangs,,gauge,,,,,1,,1,,45,IMRL,sloper,right,10,1.8,18.2,16.4,,,35.4,completed:1,,,,not_recorded,hand_specific,,,,,,1
workout,00000000-0000-0000-0000-000000000126,2026-07-21,2026-07-21T09:00:00Z,Daily no-hangs,hang,gauge,22,1,,,3,5,,,,,,,,19.8,13.1,11.8,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000126,2026-07-21,,Daily no-hangs,,gauge,,,,,1,,1,,20,IM,openHand,left,20,8.0,11.9,9.1,,,28.0,aborted:1|completed:1,,,,not_recorded,hand_specific,,,,,,2
set,00000000-0000-0000-0000-000000000126,2026-07-21,,Daily no-hangs,,gauge,,,,,2,,1,,20,IM,openHand,right,20,11.8,13.1,11.2,,,27.4,completed:2,,,,not_recorded,hand_specific,,,,,,2
set,00000000-0000-0000-0000-000000000126,2026-07-21,,Daily no-hangs,,gauge,,,,,0,,1,,20,IM,openHand,left,10,0.0,,,9.5,13.0,28.0,skipped:1,,,,not_recorded,hand_specific,,,,,,1
workout,00000000-0000-0000-0000-000000000125,2026-07-20,2026-07-20T09:00:00Z,Gym,climbLimit,logged,87,1,2,,0,0,,,,,,,,,,,,,,,,,,manual,,,,,,,
workout,00000000-0000-0000-0000-000000000124,2026-07-19,2026-07-19T09:00:00Z,Gym,climbLimit,logged,116,5,4,,0,0,,,,,,,,,,,,,,,,,,manual,,,,,,,
workout,00000000-0000-0000-0000-000000000123,2026-07-18,2026-07-18T09:00:00Z,Weighted hangs,hangManual,logged,25,5,,,0,0,,,,,,,,,,,,,,,,,,manual,,,,,,,
workout,00000000-0000-0000-0000-000000000122,2026-07-17,2026-07-17T09:00:00Z,Gym,climbVolume,logged,81,4,3,,0,0,,,,,,,,,,,,,,,,,,manual,,,,,,,
workout,00000000-0000-0000-0000-000000000120,2026-07-16,2026-07-16T09:00:00Z,Daily no-hangs,hang,gauge,18,,5,,3,6,,,,,,,,18.4,18.6,16.7,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000120,2026-07-16,,Daily no-hangs,,gauge,,,,,1,,1,,35,IMT,pinch,left,10,0.6,18.6,16.7,,,32.0,completed:1,,,,not_recorded,hand_specific,,,,,,1
set,00000000-0000-0000-0000-000000000120,2026-07-16,,Daily no-hangs,,gauge,,,,,1,,1,,35,IMT,pinch,right,20,5.7,18.0,15.6,,,31.4,completed:1|earlyRelease:1,,,,not_recorded,hand_specific,,,,,,2
set,00000000-0000-0000-0000-000000000120,2026-07-16,,Daily no-hangs,,gauge,,,,,1,,1,,35,IMT,pinch,left,20,9.2,17.7,14.7,9.5,13.0,32.0,completed:1|earlyRelease:1,,,,not_recorded,hand_specific,,,,,,2
set,00000000-0000-0000-0000-000000000120,2026-07-16,,Daily no-hangs,,gauge,,,,,0,,1,,35,IMT,pinch,right,10,2.9,17.8,16.0,9.5,13.0,31.4,earlyRelease:1,,,,not_recorded,hand_specific,,,,,,1
workout,00000000-0000-0000-0000-000000000121,2026-07-16,2026-07-16T09:00:00Z,Daily no-hangs,hang,gauge,17,,,,3,6,,,,,,,,18.4,18.6,16.7,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000121,2026-07-16,,Daily no-hangs,,gauge,,,,,1,,1,,35,IMT,pinch,left,10,0.6,18.6,16.7,,,32.0,completed:1,,,,not_recorded,hand_specific,,,,,,1
set,00000000-0000-0000-0000-000000000121,2026-07-16,,Daily no-hangs,,gauge,,,,,1,,1,,35,IMT,pinch,right,20,5.7,18.0,15.6,,,31.4,completed:1|earlyRelease:1,,,,not_recorded,hand_specific,,,,,,2
set,00000000-0000-0000-0000-000000000121,2026-07-16,,Daily no-hangs,,gauge,,,,,1,,1,,35,IMT,pinch,left,20,9.2,17.7,14.7,9.5,13.0,32.0,completed:1|earlyRelease:1,,,,not_recorded,hand_specific,,,,,,2
set,00000000-0000-0000-0000-000000000121,2026-07-16,,Daily no-hangs,,gauge,,,,,0,,1,,35,IMT,pinch,right,10,2.9,17.8,16.0,9.5,13.0,31.4,earlyRelease:1,,,,not_recorded,hand_specific,,,,,,1
workout,00000000-0000-0000-0000-000000000119,2026-07-15,2026-07-15T09:00:00Z,Gym,climbLimit,logged,75,4,4,,0,0,,,,,,,,,,,,,,,,,,manual,,,,,,,
workout,00000000-0000-0000-0000-000000000118,2026-07-14,2026-07-14T09:00:00Z,Weighted hangs,hangManual,logged,25,4,,,0,0,,,,,,,,,,,,,,,,,,manual,,,,,,,
workout,00000000-0000-0000-0000-000000000116,2026-07-13,2026-07-13T09:00:00Z,Daily no-hangs,hang,gauge,26,,2,,6,7,,,,,,,,21.0,21.9,19.7,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000116,2026-07-13,,Daily no-hangs,,gauge,,,,,3,,1,,20,IMRL,halfCrimp,left,40,10.1,19.9,9.3,,,20.0,completed:3|earlyRelease:1,,,,not_recorded,hand_specific,,,,,,4
set,00000000-0000-0000-0000-000000000116,2026-07-13,,Daily no-hangs,,gauge,,,,,3,,1,,20,IMRL,halfCrimp,right,30,10.9,21.9,17.0,,,19.4,completed:3,,,,not_recorded,hand_specific,,,,,,3
workout,00000000-0000-0000-0000-000000000117,2026-07-13,2026-07-13T09:00:00Z,Daily no-hangs,hang,gauge,17,,,,6,7,,,,,,,,21.0,21.9,19.7,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000117,2026-07-13,,Daily no-hangs,,gauge,,,,,3,,1,,20,IMRL,halfCrimp,left,40,10.1,19.9,9.3,,,20.0,completed:3|earlyRelease:1,,,,not_recorded,hand_specific,,,,,,4
set,00000000-0000-0000-0000-000000000117,2026-07-13,,Daily no-hangs,,gauge,,,,,3,,1,,20,IMRL,halfCrimp,right,30,10.9,21.9,17.0,,,19.4,completed:3,,,,not_recorded,hand_specific,,,,,,3
workout,00000000-0000-0000-0000-000000000115,2026-07-12,2026-07-12T09:00:00Z,Daily no-hangs,hang,gauge,20,,5,,3,6,,,,,,,,10.2,19.3,17.4,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000115,2026-07-12,,Daily no-hangs,,gauge,,,,,1,,1,,20,IMR,halfCrimp,left,30,2.6,12.7,11.4,,,24.0,completed:1|skipped:2,,,,not_recorded,hand_specific,,,,,,3
set,00000000-0000-0000-0000-000000000115,2026-07-12,,Daily no-hangs,,gauge,,,,,2,,1,,20,IMR,halfCrimp,right,20,7.6,19.3,12.1,,,23.4,completed:2,,,,not_recorded,hand_specific,,,,,,2
set,00000000-0000-0000-0000-000000000115,2026-07-12,,Daily no-hangs,,gauge,,,,,0,,1,,20,IMR,halfCrimp,right,10,0.0,,,9.5,13.0,23.4,skipped:1,,,,not_recorded,hand_specific,,,,,,1
workout,00000000-0000-0000-0000-000000000114,2026-07-11,2026-07-11T09:00:00Z,Daily no-hangs,hang,gauge,26,1,,,3,5,,,,,,,,18.8,20.6,18.5,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000114,2026-07-11,,Daily no-hangs,,gauge,,,,,1,,1,,20,IMRL,halfCrimp,left,20,11.1,17.2,11.3,9.5,13.0,20.0,aborted:1|completed:1,,,,not_recorded,hand_specific,,,,,,2
set,00000000-0000-0000-0000-000000000114,2026-07-11,,Daily no-hangs,,gauge,,,,,2,,1,,20,IMRL,halfCrimp,right,20,6.0,11.3,10.0,,,19.4,completed:2,,,,not_recorded,hand_specific,,,,,,2
set,00000000-0000-0000-0000-000000000114,2026-07-11,,Daily no-hangs,,gauge,,,,,0,,1,,20,IMRL,halfCrimp,left,10,1.7,20.6,18.5,,,20.0,aborted:1,,,,not_recorded,hand_specific,,,,,,1
workout,00000000-0000-0000-0000-000000000112,2026-07-10,2026-07-10T09:00:00Z,Daily no-hangs,hang,gauge,24,2,1,,5,6,,,,,,,,29.3,13.2,11.9,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000112,2026-07-10,,Daily no-hangs,,gauge,,,,,3,,1,,20,IMR,halfCrimp,left,30,16.2,12.5,9.7,,,24.0,completed:3,,,,not_recorded,hand_specific,,,,,,3
set,00000000-0000-0000-0000-000000000112,2026-07-10,,Daily no-hangs,,gauge,,,,,2,,1,,20,IMR,halfCrimp,right,20,6.8,11.6,9.7,,,23.4,completed:2,,,,not_recorded,hand_specific,,,,,,2
set,00000000-0000-0000-0000-000000000112,2026-07-10,,Daily no-hangs,,gauge,,,,,0,,1,,20,IMR,halfCrimp,right,10,6.3,13.2,11.9,9.5,13.0,23.4,earlyRelease:1,,,,not_recorded,hand_specific,,,,,,1
workout,00000000-0000-0000-0000-000000000113,2026-07-10,2026-07-10T09:00:00Z,Daily no-hangs,hang,gauge,17,,,,5,6,,,,,,,,29.3,13.2,11.9,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000113,2026-07-10,,Daily no-hangs,,gauge,,,,,3,,1,,20,IMR,halfCrimp,left,30,16.2,12.5,9.7,,,24.0,completed:3,,,,not_recorded,hand_specific,,,,,,3
set,00000000-0000-0000-0000-000000000113,2026-07-10,,Daily no-hangs,,gauge,,,,,2,,1,,20,IMR,halfCrimp,right,20,6.8,11.6,9.7,,,23.4,completed:2,,,,not_recorded,hand_specific,,,,,,2
set,00000000-0000-0000-0000-000000000113,2026-07-10,,Daily no-hangs,,gauge,,,,,0,,1,,20,IMR,halfCrimp,right,10,6.3,13.2,11.9,9.5,13.0,23.4,earlyRelease:1,,,,not_recorded,hand_specific,,,,,,1
workout,00000000-0000-0000-0000-000000000110,2026-07-09,2026-07-09T09:00:00Z,Daily no-hangs,hang,gauge,23,3,5,,4,6,,,,,,,,8.4,20.7,18.6,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000110,2026-07-09,,Daily no-hangs,,gauge,,,,,0,,1,,20,IMRL,halfCrimp,left,10,0.0,,,9.5,13.0,20.0,skipped:1,,,,not_recorded,hand_specific,,,,,,1
set,00000000-0000-0000-0000-000000000110,2026-07-09,,Daily no-hangs,,gauge,,,,,2,,1,,20,IMRL,halfCrimp,right,20,4.2,20.7,18.5,,,19.4,completed:2,,,,not_recorded,hand_specific,,,,,,2
set,00000000-0000-0000-0000-000000000110,2026-07-09,,Daily no-hangs,,gauge,,,,,1,,1,,20,IMRL,halfCrimp,left,20,1.3,17.8,16.0,,,20.0,completed:1|skipped:1,,,,not_recorded,hand_specific,,,,,,2
set,00000000-0000-0000-0000-000000000110,2026-07-09,,Daily no-hangs,,gauge,,,,,1,,1,,20,IMRL,halfCrimp,right,10,2.9,15.9,14.3,9.5,13.0,19.4,completed:1,,,,not_recorded,hand_specific,,,,,,1
workout,00000000-0000-0000-0000-000000000111,2026-07-09,2026-07-09T09:00:00Z,Daily no-hangs,hang,gauge,17,,,,4,6,,,,,,,,8.4,20.7,18.6,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000111,2026-07-09,,Daily no-hangs,,gauge,,,,,0,,1,,20,IMRL,halfCrimp,left,10,0.0,,,9.5,13.0,20.0,skipped:1,,,,not_recorded,hand_specific,,,,,,1
set,00000000-0000-0000-0000-000000000111,2026-07-09,,Daily no-hangs,,gauge,,,,,2,,1,,20,IMRL,halfCrimp,right,20,4.2,20.7,18.5,,,19.4,completed:2,,,,not_recorded,hand_specific,,,,,,2
set,00000000-0000-0000-0000-000000000111,2026-07-09,,Daily no-hangs,,gauge,,,,,1,,1,,20,IMRL,halfCrimp,left,20,1.3,17.8,16.0,,,20.0,completed:1|skipped:1,,,,not_recorded,hand_specific,,,,,,2
set,00000000-0000-0000-0000-000000000111,2026-07-09,,Daily no-hangs,,gauge,,,,,1,,1,,20,IMRL,halfCrimp,right,10,2.9,15.9,14.3,9.5,13.0,19.4,completed:1,,,,not_recorded,hand_specific,,,,,,1
workout,00000000-0000-0000-0000-000000000109,2026-07-08,2026-07-08T09:00:00Z,Daily no-hangs,hang,gauge,27,1,4,,4,5,,,,,,,,15.6,19.6,17.6,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000109,2026-07-08,,Daily no-hangs,,gauge,,,,,1,,1,,35,IMT,pinch,left,10,3.7,19.0,17.1,,,32.0,completed:1,,,,not_recorded,hand_specific,,,,,,1
set,00000000-0000-0000-0000-000000000109,2026-07-08,,Daily no-hangs,,gauge,,,,,2,,1,,35,IMT,pinch,right,20,7.9,19.6,11.7,,,31.4,completed:2,,,,not_recorded,hand_specific,,,,,,2
set,00000000-0000-0000-0000-000000000109,2026-07-08,,Daily no-hangs,,gauge,,,,,1,,1,,35,IMT,pinch,left,20,4.0,14.0,12.6,9.5,13.0,32.0,completed:1|skipped:1,,,,not_recorded,hand_specific,,,,,,2
workout,00000000-0000-0000-0000-000000000108,2026-07-07,2026-07-07T09:00:00Z,Gym,climbLimit,logged,95,5,4,,0,0,,,,,,,,,,,,,,,,,,manual,,,,,,,
workout,00000000-0000-0000-0000-000000000107,2026-07-06,2026-07-06T09:00:00Z,Gym,climbVolume,logged,66,1,3,,0,0,,,,,,,,,,,,,,,,,,manual,,,,,,,
workout,00000000-0000-0000-0000-000000000106,2026-07-05,2026-07-05T09:00:00Z,Daily no-hangs,hang,gauge,27,,3,,5,7,,,,,,,,20.0,20.2,18.2,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000106,2026-07-05,,Daily no-hangs,,gauge,,,,,2,,1,,20,IM,openHand,left,20,3.2,20.2,16.3,9.5,13.0,28.0,completed:2,,,,not_recorded,hand_specific,,,,,,2
set,00000000-0000-0000-0000-000000000106,2026-07-05,,Daily no-hangs,,gauge,,,,,1,,1,,20,IM,openHand,right,30,6.3,10.8,9.7,,,27.4,completed:1|skipped:2,,,,not_recorded,hand_specific,,,,,,3
set,00000000-0000-0000-0000-000000000106,2026-07-05,,Daily no-hangs,,gauge,,,,,2,,1,,20,IM,openHand,left,20,10.5,10.3,8.8,,,28.0,completed:2,,,,not_recorded,hand_specific,,,,,,2
workout,00000000-0000-0000-0000-000000000105,2026-07-04,2026-07-04T09:00:00Z,Weighted hangs,hangManual,logged,25,5,,,0,0,,,,,,,,,,,,,,,,,,manual,,,,,,,
workout,00000000-0000-0000-0000-000000000104,2026-07-03,2026-07-03T09:00:00Z,Daily no-hangs,hang,gauge,23,2,5,,3,7,,,,,,,,28.5,21.7,19.5,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000104,2026-07-03,,Daily no-hangs,,gauge,,,,,2,,1,,45,IMRL,sloper,left,20,8.6,21.7,15.6,9.5,13.0,36.0,completed:2,,,,not_recorded,hand_specific,,,,,,2
set,00000000-0000-0000-0000-000000000104,2026-07-03,,Daily no-hangs,,gauge,,,,,1,,1,,45,IMRL,sloper,right,30,10.3,19.5,17.3,,,35.4,completed:1|earlyRelease:2,,,,not_recorded,hand_specific,,,,,,3
set,00000000-0000-0000-0000-000000000104,2026-07-03,,Daily no-hangs,,gauge,,,,,0,,1,,45,IMRL,sloper,left,20,9.6,18.7,14.5,,,36.0,aborted:1|earlyRelease:1,,,,not_recorded,hand_specific,,,,,,2
workout,00000000-0000-0000-0000-000000000102,2026-07-02,2026-07-02T09:00:00Z,Old protocol,hang,timerOnly,20,2,5,,6,6,,,,,,,,16.3,,,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000102,2026-07-02,,Old protocol,,timerOnly,,,,,3,,1,,35,IMT,pinch,left,30,8.1,,,,,32.0,completed:3,,,,not_recorded,hand_specific,,,,,,3
set,00000000-0000-0000-0000-000000000102,2026-07-02,,Old protocol,,timerOnly,,,,,1,,1,,35,IMT,pinch,right,10,0.9,,,9.5,13.0,31.4,completed:1,,,,not_recorded,hand_specific,,,,,,1
set,00000000-0000-0000-0000-000000000102,2026-07-02,,Old protocol,,timerOnly,,,,,2,,1,,35,IMT,pinch,right,20,7.3,,,,,31.4,completed:2,,,,not_recorded,hand_specific,,,,,,2
workout,00000000-0000-0000-0000-000000000103,2026-07-02,2026-07-02T09:00:00Z,Daily no-hangs,hang,gauge,17,,,,6,6,,,,,,,,16.3,20.3,18.3,,,,,,,,legacy_save_or_end,,,,,,,
set,00000000-0000-0000-0000-000000000103,2026-07-02,,Daily no-hangs,,gauge,,,,,3,,1,,35,IMT,pinch,left,30,8.1,19.9,13.6,,,32.0,completed:3,,,,not_recorded,hand_specific,,,,,,3
set,00000000-0000-0000-0000-000000000103,2026-07-02,,Daily no-hangs,,gauge,,,,,1,,1,,35,IMT,pinch,right,10,0.9,17.3,15.6,9.5,13.0,31.4,completed:1,,,,not_recorded,hand_specific,,,,,,1
set,00000000-0000-0000-0000-000000000103,2026-07-02,,Daily no-hangs,,gauge,,,,,2,,1,,35,IMT,pinch,right,20,7.3,20.3,15.3,,,31.4,completed:2,,,,not_recorded,hand_specific,,,,,,2
