record,workout,date,started_utc,routine,kind,timing,minutes,effort_1_5,finger_strain_1_5,daily_target,completed,planned,set,pull,edge_mm,fingers,position,hand,planned_s,held_s,peak_kg,avg_kg,target_low_kg,target_high_kg,max_at_start_kg,outcome,source,notes,ended_utc,time_source,max_reference,started_elapsed_s,ended_elapsed_s,gap_before_s,planned_rest_s,planned_lead_in_s,recorded
workout,00000000-0000-0000-0000-000000000149,2026-08-08,2026-08-08T09:00:00Z,Daily no-hangs,hang,gauge,23,2,,,3,6,,,,,,,,15.4,18.7,16.8,,,,,,,,legacy_save_or_end,,,,,,,
pull,00000000-0000-0000-0000-000000000149,2026-08-08,,Daily no-hangs,,gauge,,,,,,,1,1,45,IMRL,sloper,left,10,2.6,10.8,9.7,9.5,13.0,37.6,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000149,2026-08-08,,Daily no-hangs,,gauge,,,,,,,1,2,45,IMRL,sloper,right,10,3.7,9.6,8.6,9.5,13.0,35.4,earlyRelease,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000149,2026-08-08,,Daily no-hangs,,gauge,,,,,,,1,3,45,IMRL,sloper,left,10,4.6,11.3,10.2,9.5,13.0,37.6,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000149,2026-08-08,,Daily no-hangs,,gauge,,,,,,,1,4,45,IMRL,sloper,right,10,0.0,,,,,35.4,skipped,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000149,2026-08-08,,Daily no-hangs,,gauge,,,,,,,1,5,45,IMRL,sloper,left,10,3.6,18.5,16.7,,,37.6,aborted,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000149,2026-08-08,,Daily no-hangs,,gauge,,,,,,,1,6,45,IMRL,sloper,right,10,0.9,18.7,16.8,9.5,13.0,35.4,completed,,,,not_recorded,hand_specific,,,,,,
workout,00000000-0000-0000-0000-000000000148,2026-08-07,2026-08-07T09:00:00Z,Daily no-hangs,hang,gauge,26,,,,5,6,,,,,,,,20.3,21.1,19.0,,,,,,,,legacy_save_or_end,,,,,,,
pull,00000000-0000-0000-0000-000000000148,2026-08-07,,Daily no-hangs,,gauge,,,,,,,1,1,20,IMR,halfCrimp,left,10,1.5,19.9,17.9,,,24.0,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000148,2026-08-07,,Daily no-hangs,,gauge,,,,,,,1,2,20,IMR,halfCrimp,right,10,3.7,18.2,16.4,,,23.4,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000148,2026-08-07,,Daily no-hangs,,gauge,,,,,,,1,3,20,IMR,halfCrimp,left,10,2.0,19.1,17.2,,,24.0,aborted,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000148,2026-08-07,,Daily no-hangs,,gauge,,,,,,,1,4,20,IMR,halfCrimp,right,10,6.0,14.4,13.0,,,23.4,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000148,2026-08-07,,Daily no-hangs,,gauge,,,,,,,1,5,20,IMR,halfCrimp,left,10,1.1,17.8,16.0,,,24.0,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000148,2026-08-07,,Daily no-hangs,,gauge,,,,,,,1,6,20,IMR,halfCrimp,right,10,6.0,21.1,19.0,,,23.4,completed,,,,not_recorded,hand_specific,,,,,,
workout,00000000-0000-0000-0000-000000000147,2026-08-06,2026-08-06T09:00:00Z,Weighted hangs,hangManual,logged,25,1,,,0,0,,,,,,,,,,,,,,,,,,manual,,,,,,,
workout,00000000-0000-0000-0000-000000000145,2026-08-05,2026-08-05T09:00:00Z,Daily no-hangs,hang,gauge,21,2,4,,3,5,,,,,,,,12.7,18.8,16.9,,,,,,,,legacy_save_or_end,,,,,,,
pull,00000000-0000-0000-0000-000000000145,2026-08-05,,Daily no-hangs,,gauge,,,,,,,1,1,35,IMT,pinch,left,10,4.7,13.4,12.1,9.5,13.0,32.0,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000145,2026-08-05,,Daily no-hangs,,gauge,,,,,,,1,2,35,IMT,pinch,right,10,2.8,18.8,16.9,,,31.4,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000145,2026-08-05,,Daily no-hangs,,gauge,,,,,,,1,3,35,IMT,pinch,left,10,0.6,8.6,7.7,,,32.0,aborted,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000145,2026-08-05,,Daily no-hangs,,gauge,,,,,,,1,4,35,IMT,pinch,right,10,1.6,9.9,8.9,,,31.4,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000145,2026-08-05,,Daily no-hangs,,gauge,,,,,,,1,5,35,IMT,pinch,left,10,3.0,18.0,16.2,9.5,13.0,32.0,earlyRelease,,,,not_recorded,hand_specific,,,,,,
workout,00000000-0000-0000-0000-000000000146,2026-08-05,2026-08-05T09:00:00Z,Daily no-hangs,hang,gauge,17,,,,3,5,,,,,,,,12.7,18.8,16.9,,,,,,,,legacy_save_or_end,,,,,,,
pull,00000000-0000-0000-0000-000000000146,2026-08-05,,Daily no-hangs,,gauge,,,,,,,1,1,35,IMT,pinch,left,10,4.7,13.4,12.1,9.5,13.0,32.0,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000146,2026-08-05,,Daily no-hangs,,gauge,,,,,,,1,2,35,IMT,pinch,right,10,2.8,18.8,16.9,,,31.4,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000146,2026-08-05,,Daily no-hangs,,gauge,,,,,,,1,3,35,IMT,pinch,left,10,0.6,8.6,7.7,,,32.0,aborted,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000146,2026-08-05,,Daily no-hangs,,gauge,,,,,,,1,4,35,IMT,pinch,right,10,1.6,9.9,8.9,,,31.4,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000146,2026-08-05,,Daily no-hangs,,gauge,,,,,,,1,5,35,IMT,pinch,left,10,3.0,18.0,16.2,9.5,13.0,32.0,earlyRelease,,,,not_recorded,hand_specific,,,,,,
workout,00000000-0000-0000-0000-000000000144,2026-08-04,2026-08-04T09:00:00Z,Daily no-hangs,hang,gauge,24,3,1,,4,6,,,,,,,,15.4,20.9,18.8,,,,,,,,legacy_save_or_end,,,,,,,
pull,00000000-0000-0000-0000-000000000144,2026-08-04,,Daily no-hangs,,gauge,,,,,,,1,1,20,IMR,halfCrimp,left,10,5.8,20.9,18.8,,,24.0,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000144,2026-08-04,,Daily no-hangs,,gauge,,,,,,,1,2,20,IMR,halfCrimp,right,10,0.0,,,,,23.4,skipped,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000144,2026-08-04,,Daily no-hangs,,gauge,,,,,,,1,3,20,IMR,halfCrimp,left,10,2.6,19.9,17.9,,,24.0,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000144,2026-08-04,,Daily no-hangs,,gauge,,,,,,,1,4,20,IMR,halfCrimp,right,10,1.8,20.3,18.3,9.5,13.0,23.4,earlyRelease,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000144,2026-08-04,,Daily no-hangs,,gauge,,,,,,,1,5,20,IMR,halfCrimp,left,10,1.6,18.6,16.7,,,24.0,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000144,2026-08-04,,Daily no-hangs,,gauge,,,,,,,1,6,20,IMR,halfCrimp,right,10,3.6,11.7,10.5,,,23.4,completed,,,,not_recorded,hand_specific,,,,,,
workout,00000000-0000-0000-0000-000000000142,2026-08-03,2026-08-03T09:00:00Z,Daily no-hangs,hang,gauge,26,5,,,1,5,,,,,,,,10.2,19.2,17.3,,,,,,"Felt strong on the 20mm 4F HC | second set
kept the shoulders down.",,legacy_save_or_end,,,,,,,
pull,00000000-0000-0000-0000-000000000142,2026-08-03,,Daily no-hangs,,gauge,,,,,,,1,1,20,IMRL,halfCrimp,left,10,2.2,10.2,9.2,,,20.0,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000142,2026-08-03,,Daily no-hangs,,gauge,,,,,,,1,2,20,IMRL,halfCrimp,right,10,2.8,12.2,11.0,,,19.4,earlyRelease,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000142,2026-08-03,,Daily no-hangs,,gauge,,,,,,,1,3,20,IMRL,halfCrimp,left,10,0.0,,,,,20.0,skipped,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000142,2026-08-03,,Daily no-hangs,,gauge,,,,,,,1,4,20,IMRL,halfCrimp,right,10,2.4,19.2,17.3,9.5,13.0,19.4,earlyRelease,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000142,2026-08-03,,Daily no-hangs,,gauge,,,,,,,1,5,20,IMRL,halfCrimp,left,10,2.8,18.9,17.0,,,20.0,earlyRelease,,,,not_recorded,hand_specific,,,,,,
workout,00000000-0000-0000-0000-000000000143,2026-08-03,2026-08-03T09:00:00Z,Daily no-hangs,hang,gauge,17,,,,1,5,,,,,,,,10.2,19.2,17.3,,,,,,,,legacy_save_or_end,,,,,,,
pull,00000000-0000-0000-0000-000000000143,2026-08-03,,Daily no-hangs,,gauge,,,,,,,1,1,20,IMRL,halfCrimp,left,10,2.2,10.2,9.2,,,20.0,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000143,2026-08-03,,Daily no-hangs,,gauge,,,,,,,1,2,20,IMRL,halfCrimp,right,10,2.8,12.2,11.0,,,19.4,earlyRelease,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000143,2026-08-03,,Daily no-hangs,,gauge,,,,,,,1,3,20,IMRL,halfCrimp,left,10,0.0,,,,,20.0,skipped,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000143,2026-08-03,,Daily no-hangs,,gauge,,,,,,,1,4,20,IMRL,halfCrimp,right,10,2.4,19.2,17.3,9.5,13.0,19.4,earlyRelease,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000143,2026-08-03,,Daily no-hangs,,gauge,,,,,,,1,5,20,IMRL,halfCrimp,left,10,2.8,18.9,17.0,,,20.0,earlyRelease,,,,not_recorded,hand_specific,,,,,,
workout,00000000-0000-0000-0000-000000000141,2026-08-02,2026-08-02T09:00:00Z,Daily no-hangs,hang,gauge,18,,,,4,5,,,,,,,,14.6,21.4,19.3,,,,,,,,legacy_save_or_end,,,,,,,
pull,00000000-0000-0000-0000-000000000141,2026-08-02,,Daily no-hangs,,gauge,,,,,,,1,1,20,IMRL,halfCrimp,left,10,4.1,21.4,19.3,9.5,13.0,20.0,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000141,2026-08-02,,Daily no-hangs,,gauge,,,,,,,1,2,20,IMRL,halfCrimp,right,10,2.2,16.1,14.5,9.5,13.0,19.4,earlyRelease,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000141,2026-08-02,,Daily no-hangs,,gauge,,,,,,,1,3,20,IMRL,halfCrimp,left,10,4.4,17.6,15.8,,,20.0,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000141,2026-08-02,,Daily no-hangs,,gauge,,,,,,,1,4,20,IMRL,halfCrimp,right,10,0.6,19.7,17.7,,,19.4,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000141,2026-08-02,,Daily no-hangs,,gauge,,,,,,,1,5,20,IMRL,halfCrimp,left,10,3.3,18.6,16.7,9.5,13.0,20.0,completed,,,,not_recorded,hand_specific,,,,,,
workout,00000000-0000-0000-0000-000000000140,2026-08-01,2026-08-01T09:00:00Z,Weighted hangs,hangManual,logged,25,4,,,0,0,,,,,,,,,,,,,,,,,,manual,,,,,,,
workout,00000000-0000-0000-0000-000000000139,2026-07-31,2026-07-31T09:00:00Z,Daily no-hangs,hang,gauge,20,4,1,,4,6,,,,,,,,18.0,21.7,19.5,,,,,,,,legacy_save_or_end,,,,,,,
pull,00000000-0000-0000-0000-000000000139,2026-07-31,,Daily no-hangs,,gauge,,,,,,,1,1,20,IMRL,halfCrimp,left,10,1.4,9.2,8.3,9.5,13.0,20.0,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000139,2026-07-31,,Daily no-hangs,,gauge,,,,,,,1,2,20,IMRL,halfCrimp,right,10,1.1,14.2,12.8,9.5,13.0,19.4,aborted,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000139,2026-07-31,,Daily no-hangs,,gauge,,,,,,,1,3,20,IMRL,halfCrimp,left,10,3.9,21.7,19.5,9.5,13.0,20.0,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000139,2026-07-31,,Daily no-hangs,,gauge,,,,,,,1,4,20,IMRL,halfCrimp,right,10,0.0,,,9.5,13.0,19.4,skipped,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000139,2026-07-31,,Daily no-hangs,,gauge,,,,,,,1,5,20,IMRL,halfCrimp,left,10,6.4,11.1,10.0,,,20.0,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000139,2026-07-31,,Daily no-hangs,,gauge,,,,,,,1,6,20,IMRL,halfCrimp,right,10,5.2,20.6,18.5,9.5,13.0,19.4,completed,,,,not_recorded,hand_specific,,,,,,
workout,00000000-0000-0000-0000-000000000137,2026-07-30,2026-07-30T09:00:00Z,Daily no-hangs,hang,gauge,19,5,,,4,5,,,,,,,,21.2,20.1,18.1,,,,,,,,legacy_save_or_end,,,,,,,
pull,00000000-0000-0000-0000-000000000137,2026-07-30,,Daily no-hangs,,gauge,,,,,,,1,1,20,IMR,halfCrimp,left,10,4.2,11.9,10.7,,,24.0,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000137,2026-07-30,,Daily no-hangs,,gauge,,,,,,,1,2,20,IMR,halfCrimp,right,10,3.1,20.1,18.1,,,23.4,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000137,2026-07-30,,Daily no-hangs,,gauge,,,,,,,1,3,20,IMR,halfCrimp,left,10,3.7,12.9,11.6,,,24.0,aborted,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000137,2026-07-30,,Daily no-hangs,,gauge,,,,,,,1,4,20,IMR,halfCrimp,right,10,3.8,11.2,10.1,,,23.4,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000137,2026-07-30,,Daily no-hangs,,gauge,,,,,,,1,5,20,IMR,halfCrimp,left,10,6.4,16.5,14.8,9.5,13.0,24.0,completed,,,,not_recorded,hand_specific,,,,,,
workout,00000000-0000-0000-0000-000000000138,2026-07-30,2026-07-30T09:00:00Z,Daily no-hangs,hang,gauge,17,,,,4,5,,,,,,,,21.2,20.1,18.1,,,,,,,,legacy_save_or_end,,,,,,,
pull,00000000-0000-0000-0000-000000000138,2026-07-30,,Daily no-hangs,,gauge,,,,,,,1,1,20,IMR,halfCrimp,left,10,4.2,11.9,10.7,,,24.0,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000138,2026-07-30,,Daily no-hangs,,gauge,,,,,,,1,2,20,IMR,halfCrimp,right,10,3.1,20.1,18.1,,,23.4,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000138,2026-07-30,,Daily no-hangs,,gauge,,,,,,,1,3,20,IMR,halfCrimp,left,10,3.7,12.9,11.6,,,24.0,aborted,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000138,2026-07-30,,Daily no-hangs,,gauge,,,,,,,1,4,20,IMR,halfCrimp,right,10,3.8,11.2,10.1,,,23.4,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000138,2026-07-30,,Daily no-hangs,,gauge,,,,,,,1,5,20,IMR,halfCrimp,left,10,6.4,16.5,14.8,9.5,13.0,24.0,completed,,,,not_recorded,hand_specific,,,,,,
workout,00000000-0000-0000-0000-000000000136,2026-07-29,2026-07-29T09:00:00Z,Gym,climbLimit,logged,106,4,1,,0,0,,,,,,,,,,,,,,,,,,manual,,,,,,,
workout,00000000-0000-0000-0000-000000000135,2026-07-28,2026-07-28T09:00:00Z,Daily no-hangs,hang,gauge,22,1,1,,5,6,,,,,,,,13.1,21.1,19.0,,,,,,,,legacy_save_or_end,,,,,,,
pull,00000000-0000-0000-0000-000000000135,2026-07-28,,Daily no-hangs,,gauge,,,,,,,1,1,20,IMRL,halfCrimp,left,10,0.0,,,,,20.0,skipped,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000135,2026-07-28,,Daily no-hangs,,gauge,,,,,,,1,2,20,IMRL,halfCrimp,right,10,0.8,10.0,9.0,9.5,13.0,19.4,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000135,2026-07-28,,Daily no-hangs,,gauge,,,,,,,1,3,20,IMRL,halfCrimp,left,10,5.5,10.1,9.1,,,20.0,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000135,2026-07-28,,Daily no-hangs,,gauge,,,,,,,1,4,20,IMRL,halfCrimp,right,10,3.4,11.5,10.3,,,19.4,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000135,2026-07-28,,Daily no-hangs,,gauge,,,,,,,1,5,20,IMRL,halfCrimp,left,10,0.6,21.1,19.0,,,20.0,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000135,2026-07-28,,Daily no-hangs,,gauge,,,,,,,1,6,20,IMRL,halfCrimp,right,10,2.8,13.7,12.3,,,19.4,completed,,,,not_recorded,hand_specific,,,,,,
workout,00000000-0000-0000-0000-000000000133,2026-07-27,2026-07-27T09:00:00Z,Daily no-hangs,hang,gauge,23,2,3,,4,5,,,,,,,,16.3,21.6,19.4,,,,,,,,legacy_save_or_end,,,,,,,
pull,00000000-0000-0000-0000-000000000133,2026-07-27,,Daily no-hangs,,gauge,,,,,,,1,1,20,IMR,halfCrimp,left,10,5.2,13.5,12.2,,,24.0,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000133,2026-07-27,,Daily no-hangs,,gauge,,,,,,,1,2,20,IMR,halfCrimp,right,10,0.0,,,,,23.4,skipped,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000133,2026-07-27,,Daily no-hangs,,gauge,,,,,,,1,3,20,IMR,halfCrimp,left,10,1.8,10.2,9.2,,,24.0,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000133,2026-07-27,,Daily no-hangs,,gauge,,,,,,,1,4,20,IMR,halfCrimp,right,10,4.1,10.1,9.1,,,23.4,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000133,2026-07-27,,Daily no-hangs,,gauge,,,,,,,1,5,20,IMR,halfCrimp,left,10,5.2,21.6,19.4,,,24.0,completed,,,,not_recorded,hand_specific,,,,,,
workout,00000000-0000-0000-0000-000000000134,2026-07-27,2026-07-27T09:00:00Z,Daily no-hangs,hang,gauge,17,,,,4,5,,,,,,,,16.3,21.6,19.4,,,,,,,,legacy_save_or_end,,,,,,,
pull,00000000-0000-0000-0000-000000000134,2026-07-27,,Daily no-hangs,,gauge,,,,,,,1,1,20,IMR,halfCrimp,left,10,5.2,13.5,12.2,,,24.0,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000134,2026-07-27,,Daily no-hangs,,gauge,,,,,,,1,2,20,IMR,halfCrimp,right,10,0.0,,,,,23.4,skipped,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000134,2026-07-27,,Daily no-hangs,,gauge,,,,,,,1,3,20,IMR,halfCrimp,left,10,1.8,10.2,9.2,,,24.0,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000134,2026-07-27,,Daily no-hangs,,gauge,,,,,,,1,4,20,IMR,halfCrimp,right,10,4.1,10.1,9.1,,,23.4,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000134,2026-07-27,,Daily no-hangs,,gauge,,,,,,,1,5,20,IMR,halfCrimp,left,10,5.2,21.6,19.4,,,24.0,completed,,,,not_recorded,hand_specific,,,,,,
workout,00000000-0000-0000-0000-000000000132,2026-07-26,2026-07-26T09:00:00Z,Daily no-hangs,hang,gauge,18,4,3,,4,4,,,,,,,,17.6,19.2,17.3,,,,,,,,legacy_save_or_end,,,,,,,
pull,00000000-0000-0000-0000-000000000132,2026-07-26,,Daily no-hangs,,gauge,,,,,,,1,1,35,IMT,pinch,left,10,6.4,14.4,13.0,9.5,13.0,32.0,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000132,2026-07-26,,Daily no-hangs,,gauge,,,,,,,1,2,35,IMT,pinch,right,10,0.8,13.1,11.8,,,31.4,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000132,2026-07-26,,Daily no-hangs,,gauge,,,,,,,1,3,35,IMT,pinch,left,10,6.4,19.2,17.3,9.5,13.0,32.0,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000132,2026-07-26,,Daily no-hangs,,gauge,,,,,,,1,4,35,IMT,pinch,right,10,4.0,13.0,11.7,9.5,13.0,31.4,completed,,,,not_recorded,hand_specific,,,,,,
workout,00000000-0000-0000-0000-000000000130,2026-07-25,2026-07-25T09:00:00Z,Daily no-hangs,hang,gauge,24,4,,,3,4,,,,,,,,13.0,16.8,15.1,,,,,,,,legacy_save_or_end,,,,,,,
pull,00000000-0000-0000-0000-000000000130,2026-07-25,,Daily no-hangs,,gauge,,,,,,,1,1,20,IM,openHand,left,10,4.7,16.5,14.8,,,28.0,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000130,2026-07-25,,Daily no-hangs,,gauge,,,,,,,1,2,20,IM,openHand,right,10,0.7,15.1,13.6,,,27.4,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000130,2026-07-25,,Daily no-hangs,,gauge,,,,,,,1,3,20,IM,openHand,left,10,4.5,10.4,9.4,,,28.0,aborted,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000130,2026-07-25,,Daily no-hangs,,gauge,,,,,,,1,4,20,IM,openHand,right,10,3.1,16.8,15.1,,,27.4,completed,,,,not_recorded,hand_specific,,,,,,
workout,00000000-0000-0000-0000-000000000131,2026-07-25,2026-07-25T09:00:00Z,Daily no-hangs,hang,gauge,17,,,,3,4,,,,,,,,13.0,16.8,15.1,,,,,,,,legacy_save_or_end,,,,,,,
pull,00000000-0000-0000-0000-000000000131,2026-07-25,,Daily no-hangs,,gauge,,,,,,,1,1,20,IM,openHand,left,10,4.7,16.5,14.8,,,28.0,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000131,2026-07-25,,Daily no-hangs,,gauge,,,,,,,1,2,20,IM,openHand,right,10,0.7,15.1,13.6,,,27.4,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000131,2026-07-25,,Daily no-hangs,,gauge,,,,,,,1,3,20,IM,openHand,left,10,4.5,10.4,9.4,,,28.0,aborted,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000131,2026-07-25,,Daily no-hangs,,gauge,,,,,,,1,4,20,IM,openHand,right,10,3.1,16.8,15.1,,,27.4,completed,,,,not_recorded,hand_specific,,,,,,
workout,00000000-0000-0000-0000-000000000129,2026-07-24,2026-07-24T09:00:00Z,Daily no-hangs,hang,gauge,24,,1,,5,5,,,,,,,,14.4,19.7,17.7,,,,,,,,legacy_save_or_end,,,,,,,
pull,00000000-0000-0000-0000-000000000129,2026-07-24,,Daily no-hangs,,gauge,,,,,,,1,1,20,IMRL,halfCrimp,left,10,2.9,19.1,17.2,,,20.0,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000129,2026-07-24,,Daily no-hangs,,gauge,,,,,,,1,2,20,IMRL,halfCrimp,right,10,2.6,19.5,17.6,9.5,13.0,19.4,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000129,2026-07-24,,Daily no-hangs,,gauge,,,,,,,1,3,20,IMRL,halfCrimp,left,10,2.0,9.6,8.6,9.5,13.0,20.0,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000129,2026-07-24,,Daily no-hangs,,gauge,,,,,,,1,4,20,IMRL,halfCrimp,right,10,6.2,19.7,17.7,9.5,13.0,19.4,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000129,2026-07-24,,Daily no-hangs,,gauge,,,,,,,1,5,20,IMRL,halfCrimp,left,10,0.7,9.3,8.4,,,20.0,completed,,,,not_recorded,hand_specific,,,,,,
workout,00000000-0000-0000-0000-000000000128,2026-07-23,2026-07-23T09:00:00Z,Daily no-hangs,hang,gauge,26,1,3,,5,7,,,,,,,,19.9,18.9,17.0,,,,,,,,legacy_save_or_end,,,,,,,
pull,00000000-0000-0000-0000-000000000128,2026-07-23,,Daily no-hangs,,gauge,,,,,,,1,1,20,IMR,halfCrimp,left,10,0.6,13.1,11.8,,,24.0,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000128,2026-07-23,,Daily no-hangs,,gauge,,,,,,,1,2,20,IMR,halfCrimp,right,10,4.3,13.7,12.3,,,23.4,earlyRelease,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000128,2026-07-23,,Daily no-hangs,,gauge,,,,,,,1,3,20,IMR,halfCrimp,left,10,4.8,12.0,10.8,,,24.0,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000128,2026-07-23,,Daily no-hangs,,gauge,,,,,,,1,4,20,IMR,halfCrimp,right,10,2.7,18.9,17.0,,,23.4,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000128,2026-07-23,,Daily no-hangs,,gauge,,,,,,,1,5,20,IMR,halfCrimp,left,10,2.2,11.8,10.6,,,24.0,earlyRelease,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000128,2026-07-23,,Daily no-hangs,,gauge,,,,,,,1,6,20,IMR,halfCrimp,right,10,4.7,16.3,14.7,9.5,13.0,23.4,completed,,,,not_recorded,hand_specific,,,,,,
pull,00000000-0000-0000-0000-000000000128,2026-07-23,,Daily no-hangs,,gauge,,,,,,,1,7,20,IMR,halfCrimp,left,10,0.6,9.9,8.9,,,24.0,completed,,,,not_recorded,hand_specific,,,,,,
workout,00000000-0000-0000-0000-000000000127,2026-07-22,2026-07-22T09:00:00Z,Daily no-hangs,hang,gauge,20,,4,,6,6,,,,,,,,14.8,19.1,17.2,,,,,,,,legacy_save_or_end,,,,,,,
